fifa_player_id,fotmob_player_id,tm_player_id,matched_via,matched_term
512183,1543647.0,1181852.0,fotmob_search+tm_dob_in_squad,MOHAMMED ABU ALSHAMAT+mohammed-abu-al-shamat
288961,117222.0,77547.0,fotmob_search+tm_dob_in_squad,Ehsan HAJISAFI+ehsan-hajsafi
489603,872575.0,,fotmob_search,Ali NEMATI
482670,1420509.0,,fotmob_search,Mohammad GHORBANI
494429,1729681.0,1080301.0,fotmob_search+tm_dob_in_squad,Danial IRI+danial-eiri
436628,1113688.0,610581.0,fotmob_search+tm_hand,ALI ALHAMADI+ali-al-hamadi
433074,858340.0,303766.0,fotmob_search+tm_dob_in_squad,AMIR ALAMMARI+amir-al-ammari
484270,1642820.0,,fotmob_search,ZAID ISMAEL
463780,1300526.0,,fotmob_search,Nico OREILLY
367536,324910.0,224884.0,fotmob_search+tm_dob_in_squad,Baba RAHMAN+abdul-rahman-baba
479106,929168.0,,fotmob_search,Akmal MOZGOVOY
448136,705484.0,298583.0,fotmob_search+tm_dob_in_squad,Eray COEMERT+eray-comert
520245,1718458.0,,fotmob_search,CHAMAKH
512039,1715492.0,,fotmob_search,Khalil AYARI
372294,543363.0,,fotmob_search,Sabri HESSEN
520246,1721242.0,,fotmob_search,Raed CHIKHAOUI
419672,740944.0,,fotmob_search,Leo OSTIGARD
398588,440330.0,,fotmob_search,Alexander SORLOTH
400716,534670.0,,fotmob_search,Martin ODEGAARD
483530,630228.0,,fotmob_search,Fredrik Andre BJORKAN
433526,1350517.0,895249.0,fotmob_search+tm_dob_in_squad,MOHAMMAD ABUHASHEESH+mohammad-abu-hasheesh
489550,1554109.0,895291.0,fotmob_search+tm_dob_in_squad,HUSAM ABUDAHAB+husam-abu-dahab
431225,852168.0,539961.0,fotmob_search+tm_dob_in_squad,YAZAN ALARAB+yazan-al-arab
431208,1059129.0,677986.0,fotmob_search+tm_dob_in_squad,MOHAMMAD ABUZRAIQ+mohammad-abu-zrayq
431230,1036253.0,561485.0,fotmob_search+tm_dob_in_squad,NOOR ALRAWABDEH+noor-al-rawabdeh
396950,674520.0,401086.0,fotmob_search+tm_dob_in_squad,MAHMOUD ALMARDI+mahmoud-al-mardi
520068,1902793.0,1252806.0,fotmob_search+tm_dob_in_squad,MOHAMMAD ABUGHOUSH+mohammad-abu-ghoush
431219,1179369.0,561481.0,fotmob_search+tm_dob_in_squad,SAED ALROSAN+saed-al-rousan
479389,1247001.0,883111.0,fotmob_search+tm_dob_in_squad,MOHANNAD ABUTAHA+mohannad-abu-taha
433534,1195369.0,734751.0,fotmob_search+tm_dob_in_squad,NIZAR ALRASHDAN+nizar-al-rashdan
45191,600844.0,,fotmob_search,MOHAMMAD ALDAOUD
511889,1991034.0,,fotmob_search,ANAS BADAWI
476345,965205.0,,fotmob_search,Willer DITTA
523288,1680173.0,799993.0,fotmob_search+tm_dob_in_squad,Ayoube AMAIMOUNI+ayoube-amaimouni-echghouyab
385306,529625.0,,fotmob_search,Andres CUBAS
408948,546550.0,134573.0,fotmob_search+tm_dob_in_squad,MOHAMED ELSHENAWY+mohamed-el-shenawy
433466,1001335.0,479683.0,fotmob_search+tm_dob_in_squad,NABIL DONGA+nabil-dunga
441313,912286.0,164915.0,fotmob_search+tm_dob_in_squad,Lionel MPASI+lionel-mpasi-nzau
477833,500932.0,,fotmob_search,Joris KAYEMBE
345059,308909.0,,fotmob_search,ABDULAZIZ HATEM (year-only)
419441,793820.0,556713.0,fotmob_search+tm_dob_in_squad,AHMED (year-only)+homam-al-amin
419300,1024928.0,,fotmob_search,KHALID ALGHANNAM (year-only)
419303,1138003.0,,fotmob_search,MOTEB ALHARBI (year-only)
479079,1612134.0,492558.0,fotmob_search+tm_dob_in_squad,ALIJONOV (year-only)+khozhiakbar-alizhonov
520217,1558461.0,,fotmob_search,Findlay CURTIS (year-only)
464865,1451265.0,,fotmob_search,DIOUF (year-only)
486614,1642780.0,943150.0,manual_squad_lookup+tm_dob_in_squad,Al Hashmi Al Hussain (dob=2003-08-15)+al-hashmi-al-hussain
485069,957203.0,607854.0,manual_squad_lookup+tm_dob_in_squad,Éderson (dob=1999-07-07)+ederson
430601,795179.0,435338.0,manual_squad_lookup+tm_dob_in_squad,Gabriel Magalhães (dob=1997-12-19)+gabriel
419291,844226.0,631922.0,manual_squad_lookup+tm_dob_in_squad,Feras Al Brikan (dob=2000-05-14)+firas-al-buraikan
523333,697618.0,443937.0,manual_squad_lookup+tm_dob_in_squad,Alaa Al Hejji (dob=1995-12-03)+alaa-hejji
419302,909198.0,,manual_squad_lookup,Abdullah Al Hamddan (dob=1999-09-13)
491216,1130583.0,,manual_squad_lookup,Samú Costa (dob=2000-11-27)
371345,619697.0,288915.0,manual_squad_lookup+tm_dob_in_squad,Odildzhon Khamrobekov (dob=1996-02-13)+odildzhon-khamrobekov
518264,1029597.0,,manual_squad_lookup,Avazbek Ulasmaliev (dob=2000-03-27)
431211,813055.0,551505.0,manual_squad_lookup+tm_dob_in_squad,Mousa Al Tamari (dob=1997-06-10)+mousa-tamari
483127,1554110.0,261837.0,manual_squad_lookup+tm_dob_in_squad,Nour Bani Ateyah (dob=1993-01-25)+noor-bane-ataya
489551,1033300.0,,manual_squad_lookup,Mohammad Abu Al Nadi (dob=2001-02-08)
431223,915790.0,658805.0,manual_squad_lookup+tm_dob_in_squad,Abdallah Al Fakhori (dob=2000-01-22)+abdallah-al-fakhouri
386458,600850.0,355817.0,manual_squad_lookup+tm_dob_in_squad,Alejandro Romero Gamarra (dob=1995-01-11)+kaku
416906,1228546.0,661455.0,manual_squad_lookup+tm_dob_in_squad,Mostafa Shobeir (dob=2000-05-15)+oufa-shobeir
486639,,1143849.0,tm_dob_in_squad,tahsin-mohammed-jamshid
430518,,821377.0,tm_dob_in_squad,nawaf-boushal
401924,,260859.0,tm_dob_in_squad,hassan-kadesh
494506,,901334.0,tm_dob_in_squad,jehad-thakri
519837,,249303.0,tm_dob_in_squad,dennis-eckert-ayensa
475921,,1051591.0,tm_dob_in_squad,amirmohammad-razzaghinia
433571,,560952.0,tm_dob_in_squad,ahmed-basil-fadhil
481220,,517918.0,tm_dob_in_squad,azizbek-amanov
433378,,607224.0,tm_dob_in_squad,hannibal
425607,,454495.0,tm_dob_in_squad,mohamed-amine-ben-hamida
431209,,709974.0,tm_dob_in_squad,ibrahim-saadeh
477852,,544586.0,tm_dob_in_squad,kevin-lenini
483161,,896616.0,tm_dob_in_squad,mostafa-ziko
461788,,734542.0,tm_dob_in_squad,marwan-ateya
416576,,261503.0,tm_search,alvaro-fidalgo
386339,,347932.0,tm_search,guillermo-martinez
464533,,724443.0,tm_search,brian-gutierrez
431889,,516716.0,tm_search,bremer
371956,,288431.0,tm_search,leo-pereira
430594,,524481.0,tm_search,roger-ibanez
519836,,739443.0,tm_search,igor-thiago
475036,,1012564.0,tm_search,rayan
314197,,68290.0,tm_hand,neymar
